HomeRegion,AcademicYear,Sex,TCAS,GPAX,NumAnwser,Status
North,0,0,1,3.65,14,Not MFU student
East,0,0,1,2.94,12,Not MFU student
Central,0,1,1,3.66,12,Not MFU student
North,0,0,1,3.19,23,Not MFU student
Bangkok,0,0,1,3.58,10,Not MFU student
South,0,0,1,3.56,9,Not MFU student
South,0,1,1,3.14,21,Not MFU student
North,0,0,1,3.75,16,Not MFU student
North,0,0,1,3.76,16,Not MFU student
North,0,0,1,3.22,20,Not MFU student
East,0,0,1,3.44,11,Not MFU student
North,0,0,1,3.63,24,Not MFU student
North,0,1,1,3.82,18,Not MFU student
North East,0,0,1,3.67,21,Not MFU student
East,0,0,1,3.56,8,Not MFU student
West,0,0,1,3.59,19,Not MFU student
North,0,0,1,3.69,13,Not MFU student
Central,0,0,1,3.19,20,Not MFU student
East,0,0,1,3.54,16,Not MFU student
South,0,0,1,3.38,13,Not MFU student
North,0,0,1,3.75,22,Not MFU student
East,0,0,1,3.34,7,Not MFU student
Central,0,0,1,3.29,19,Not MFU student
South,0,0,1,3.18,10,Not MFU student
South,0,0,1,3.8,14,Not MFU student
Central,0,1,1,3.66,19,Not MFU student
South,0,1,1,3.33,17,Not MFU student
North,0,0,1,3.36,17,Not MFU student
East,0,0,1,3.88,10,Not MFU student
North,0,0,1,3.5,14,Not MFU student
North East,0,0,1,3.82,11,Not MFU student
North,0,0,1,3.99,14,Not MFU student
North,0,0,1,3.13,19,Not MFU student
South,0,0,1,3.55,22,Not MFU student
North,0,0,1,3.52,13,Not MFU student
North,0,0,1,3.35,14,Not MFU student
North East,0,0,1,3.22,17,Not MFU student
North,0,0,1,3.89,27,Not MFU student
South,0,0,1,3.77,13,Not MFU student
North East,0,1,1,2.77,27,Not MFU student
North,0,0,1,3.97,10,Not MFU student
East,0,1,1,3.71,15,Not MFU student
North,0,0,1,3.74,21,Not MFU student
Bangkok,0,0,1,2.89,14,Not MFU student
North East,0,0,1,3.69,17,Not MFU student
North,0,0,1,3.17,17,Not MFU student
North East,0,0,1,3.66,10,Not MFU student
North,0,1,1,3.08,31,Not MFU student
Bangkok,0,0,1,4,16,Not MFU student
North East,0,0,1,3.6,19,Not MFU student
North,0,0,1,3.34,14,Not MFU student
North,0,0,1,3.47,19,Not MFU student
Bangkok,0,0,1,3.57,12,Not MFU student
East,0,0,1,3.57,18,Not MFU student
South,0,0,1,2.81,14,Not MFU student
North East,0,0,1,3.46,20,Not MFU student
Central,0,0,1,3.32,17,Not MFU student
South,0,1,1,3.43,13,Not MFU student
North East,0,0,1,3.65,19,Not MFU student
East,0,0,1,3.61,20,Not MFU student
North East,0,1,1,2.44,11,Not MFU student
North East,0,0,1,3.59,18,Not MFU student
North,0,1,1,3.47,18,Not MFU student
North,0,0,1,2.95,15,Not MFU student
East,0,0,1,3.47,27,Not MFU student
South,0,0,1,2.53,15,Not MFU student
Central,0,0,1,3.58,14,Not MFU student
South,0,0,1,3.4,22,Not MFU student
South,0,1,1,3.11,12,Not MFU student
Central,0,0,1,2.93,21,Not MFU student
North,0,0,1,3.6,31,Not MFU student
South,0,0,1,3.66,13,Not MFU student
North East,0,1,1,2.5,14,Not MFU student
South,0,0,1,3.22,14,Not MFU student
South,0,0,1,2.68,25,Not MFU student
Bangkok,0,0,1,3.56,14,Not MFU student
North,0,0,1,3.91,12,Not MFU student
Bangkok,0,0,1,3.88,20,Not MFU student
North,0,0,1,3.17,15,Not MFU student
Bangkok,0,0,1,3.34,15,Not MFU student
North,0,0,1,3.87,14,Not MFU student
East,0,0,1,3.36,18,Not MFU student
South,0,0,1,3.63,14,Not MFU student
Bangkok,0,1,1,2.96,14,Not MFU student
North East,0,0,1,3.19,26,Not MFU student
North East,0,0,1,3.02,18,Not MFU student
North East,0,0,1,3.89,20,Not MFU student
Central,0,0,1,3.16,9,Not MFU student
East,0,0,1,3.85,11,Not MFU student
Bangkok,0,0,1,2.91,22,Not MFU student
East,0,0,1,3.34,8,Not MFU student
Bangkok,0,0,1,3.34,19,Not MFU student
North East,0,0,1,3.59,16,Not MFU student
East,0,0,1,3.53,14,Not MFU student
North East,0,0,1,3.92,27,Not MFU student
West,0,1,1,2.67,15,Not MFU student
Central,0,0,1,3.43,13,Not MFU student
North,0,1,1,3.15,16,Not MFU student
Bangkok,0,1,1,2.48,10,Not MFU student
South,0,0,1,3.57,24,Not MFU student
North,0,1,1,3.67,28,Not MFU student
North East,0,1,1,3.49,8,Not MFU student
East,0,0,1,3.32,26,Not MFU student
West,0,0,1,3.91,14,Not MFU student
North,0,0,1,3.68,11,Not MFU student
Bangkok,0,0,1,3.53,14,Not MFU student
North,0,0,1,3.57,13,Not MFU student
East,0,0,1,3.92,12,Not MFU student
Bangkok,0,1,1,2.41,11,Not MFU student
North,0,0,1,2.95,8,Not MFU student
North,0,1,1,3.17,17,Not MFU student
North,0,0,1,2.53,16,Not MFU student
North,0,0,1,3.35,14,Not MFU student
West,0,0,1,3.13,19,Not MFU student
Bangkok,0,0,1,3.79,20,Not MFU student
North East,0,0,1,3.42,17,Not MFU student
South,0,1,1,2.77,10,Not MFU student
Central,0,0,1,3.97,20,Not MFU student
North,0,0,1,3.34,15,Not MFU student
North East,0,1,1,3.29,12,Not MFU student
North,0,1,1,3.47,9,Not MFU student
East,0,0,1,3.92,17,Not MFU student
Bangkok,0,1,1,3.24,22,Not MFU student
North,0,0,1,2.09,19,Not MFU student
South,0,0,1,3.43,17,Not MFU student
North East,0,0,1,3.16,15,Not MFU student
North East,0,0,1,3.4,10,Not MFU student
North,0,0,1,3.38,12,Not MFU student
Bangkok,0,0,1,3.73,18,Not MFU student
Central,0,1,1,3.67,14,Not MFU student
North,0,1,1,2.31,10,Not MFU student
North,0,1,1,3.48,26,Not MFU student
North,0,0,1,3.37,11,Not MFU student
North East,0,0,1,3.44,15,Not MFU student
South,0,0,1,2.52,10,Not MFU student
South,0,0,1,3.57,10,Not MFU student
East,0,0,1,3.39,11,Not MFU student
Bangkok,0,0,1,3.63,24,Not MFU student
Central,0,0,1,3.65,18,Not MFU student
South,0,1,1,3.49,19,Not MFU student
South,0,0,1,3.29,15,Not MFU student
East,0,0,1,3.78,8,Not MFU student
Central,0,1,1,2.39,13,Not MFU student
North,0,0,1,2.92,12,Not MFU student
North,0,0,1,4,21,Not MFU student
North,0,0,1,2.76,17,Not MFU student
North East,0,0,1,3.89,13,Not MFU student
South,0,0,1,3.54,16,Not MFU student
North,0,0,1,3.12,16,Not MFU student
Central,0,0,1,3.4,21,Not MFU student
North East,0,0,1,3.39,19,Not MFU student
North,0,0,1,3.22,24,Not MFU student
South,0,0,1,3.56,12,Not MFU student
North,0,0,1,3.12,15,Not MFU student
South,0,0,1,3.61,13,Not MFU student
North,0,0,1,3.3,21,Not MFU student
South,0,0,1,3.21,18,Not MFU student
South,0,0,1,3.45,30,Not MFU student
East,0,0,1,3.59,20,Not MFU student
South,0,1,1,2.4,17,Not MFU student
Bangkok,0,0,1,3.25,14,Not MFU student
South,0,0,1,2.99,18,Not MFU student
South,0,0,1,3.23,15,Not MFU student
South,0,0,1,3.54,27,Not MFU student
Central,0,1,1,3.01,20,Not MFU student
Bangkok,0,0,1,3.26,15,Not MFU student
Bangkok,0,0,1,3.47,15,Not MFU student
West,0,0,1,3.11,26,Not MFU student
North East,0,0,1,3.91,15,Not MFU student
North,0,0,1,3.32,14,Not MFU student
North,0,0,1,3.46,23,Not MFU student
North,0,0,1,3.62,16,Not MFU student
South,0,0,1,3.09,5,Not MFU student
South,0,0,1,3.06,5,Not MFU student
South,0,1,1,2.85,5,Not MFU student
South,0,1,1,2.52,5,Not MFU student
South,0,0,1,3,5,Not MFU student
East,0,0,1,3.3,23,Not MFU student
Bangkok,0,0,1,2.98,7,Not MFU student
South,0,0,1,3.38,15,Not MFU student
East,0,0,1,3.41,15,Not MFU student
North,0,0,1,3.19,15,Not MFU student
East,0,0,1,3.69,25,Not MFU student
South,0,0,1,2.94,23,Not MFU student
North,0,0,1,3.59,15,Not MFU student
Central,0,0,1,3.9,15,Not MFU student
South,0,0,1,3.52,17,Not MFU student
North,0,0,1,3.67,12,Not MFU student
North,0,0,1,3.17,10,Not MFU student
South,0,0,1,2.64,13,Not MFU student
South,0,0,1,3.69,16,Not MFU student
East,0,0,1,3.83,12,Not MFU student
North,0,1,1,2.33,14,Not MFU student
South,0,0,1,2.66,17,Not MFU student
Central,0,1,1,3.57,28,Not MFU student
Central,0,0,1,3.69,8,Not MFU student
North,0,0,1,2.87,12,Not MFU student
North East,0,0,1,3.59,13,Not MFU student
North,0,1,1,3.01,19,Not MFU student
North,0,0,1,3.31,15,Not MFU student
North,0,1,1,3.58,15,Not MFU student
North East,0,0,1,3.6,15,Not MFU student
South,0,0,1,3.4,11,Not MFU student
South,0,0,1,2.95,19,Not MFU student
South,0,0,1,3.52,20,Not MFU student
West,0,0,1,3.79,20,Not MFU student
South,0,0,1,3.58,17,Not MFU student
South,0,0,1,3.67,16,Not MFU student
North,0,0,1,3.15,19,Not MFU student
North,0,0,1,3.9,11,Not MFU student
West,0,0,1,3.57,15,Not MFU student
North,0,0,1,3.09,27,Not MFU student
North East,0,1,1,3.05,22,Not MFU student
North,0,0,1,3.73,8,Not MFU student
Central,0,0,1,3.57,16,Not MFU student
North East,0,0,1,3.89,19,Not MFU student
South,0,0,1,2.91,20,Not MFU student
Central,0,0,1,3.48,15,Not MFU student
Bangkok,0,0,1,3.18,16,Not MFU student
Bangkok,0,0,1,2.57,15,Not MFU student
Bangkok,0,0,1,3.61,20,Not MFU student
South,0,0,1,3.17,12,Not MFU student
North East,0,0,1,3.97,19,Not MFU student
North,0,0,1,2.65,8,Not MFU student
Bangkok,0,1,1,3.84,19,Not MFU student
North East,0,1,1,3.26,25,Not MFU student
Central,0,0,1,3.75,18,Not MFU student
Central,0,0,1,3.4,24,Not MFU student
South,0,0,1,3.28,24,Not MFU student
South,0,0,1,3.33,27,Not MFU student
North,0,0,1,2.96,24,Not MFU student
Bangkok,0,0,1,3.5,16,Not MFU student
North,0,0,1,3.42,12,Not MFU student
East,0,0,1,3.5,12,Not MFU student
Central,0,0,1,3.57,12,Not MFU student
Bangkok,0,1,1,2.45,28,Not MFU student
Bangkok,0,1,1,3.25,6,Not MFU student
Bangkok,0,0,1,3.22,7,Not MFU student
North East,0,0,1,3.72,20,Not MFU student
North,0,0,1,2.98,11,Not MFU student
South,0,0,1,3.87,20,Not MFU student
North,0,0,1,2.4,23,Not MFU student
North,0,0,1,3.05,17,Not MFU student
Central,0,0,1,3.76,17,Not MFU student
South,0,0,1,3.1,24,Not MFU student
Bangkok,0,0,1,3.84,20,Not MFU student
North,0,0,1,3.61,8,Not MFU student
North,0,1,1,3.2,23,Not MFU student
North,0,0,1,3.98,10,Not MFU student
North,0,0,1,3.61,19,Not MFU student
North,0,1,1,3.03,25,Not MFU student
North,0,1,1,2.84,10,Not MFU student
North,0,0,1,2.75,12,Not MFU student
North,0,0,1,3.14,14,Not MFU student
North,0,0,1,3.52,21,Not MFU student
East,0,0,1,3.43,14,Not MFU student
Bangkok,0,0,1,3.59,14,Not MFU student
East,0,0,1,2.22,14,Not MFU student
North East,0,1,1,3.69,15,Not MFU student
North,0,0,1,2.98,12,Not MFU student
North,0,0,1,3.17,19,Not MFU student
South,0,0,1,2.91,7,Not MFU student
East,0,1,1,3.59,25,Not MFU student
Bangkok,0,1,1,3.58,9,Not MFU student
South,0,1,1,3.16,24,Not MFU student
Bangkok,0,0,1,3.64,22,Not MFU student
North,0,0,1,3.42,17,Not MFU student
North,0,0,1,3.19,13,Not MFU student
Central,0,0,1,3.22,16,Not MFU student
North,0,1,1,2.95,19,Not MFU student
Central,0,0,1,3.49,13,Not MFU student
North,0,1,1,3.22,11,Not MFU student
South,0,0,1,3.46,16,Not MFU student
East,0,0,1,3.24,12,Not MFU student
South,0,1,1,2.53,14,Not MFU student
South,0,0,1,3.54,15,Not MFU student
South,0,1,1,3.65,7,Not MFU student
North,0,0,1,3.56,12,Not MFU student
South,0,0,1,3.11,8,Not MFU student
North,0,0,1,3.61,14,Not MFU student
North,0,0,1,3.17,21,Not MFU student
South,0,0,1,3.77,14,Not MFU student
North,0,0,1,3.21,11,Not MFU student
North,0,1,1,2.98,12,Not MFU student
South,0,0,1,3.12,25,Not MFU student
South,0,0,1,2.28,17,Not MFU student
North,0,1,1,3.71,20,Not MFU student
Bangkok,0,0,1,3.12,17,Not MFU student
North,0,0,1,3.36,13,Not MFU student
Central,0,1,1,2.92,7,Not MFU student
South,0,0,1,3.42,16,Not MFU student
North,0,0,1,3.23,12,Not MFU student
North,0,0,1,3.01,13,Not MFU student
North,0,0,1,3.34,16,Not MFU student
Bangkok,0,1,1,3.53,17,Not MFU student
North,0,0,1,3.11,12,Not MFU student
South,0,0,1,3.31,25,Not MFU student
East,0,0,1,3.28,15,Not MFU student
North,0,0,1,3.52,10,Not MFU student
Bangkok,0,0,1,3.73,12,Not MFU student
Central,0,0,1,3.16,15,Not MFU student
Bangkok,0,0,1,3.81,14,Not MFU student
South,0,0,1,3.5,14,Not MFU student
North,0,0,1,3.45,16,Not MFU student
North,0,1,1,3.49,10,Not MFU student
Central,0,0,1,2.01,25,Not MFU student
South,0,0,1,2.84,22,Not MFU student
Bangkok,0,0,1,3.25,12,Not MFU student
East,0,0,1,3.57,8,Not MFU student
South,0,0,1,3.04,23,Not MFU student
North,0,1,1,3.11,21,Not MFU student
South,0,0,1,3.31,20,Not MFU student
North East,0,0,1,2.14,9,Not MFU student
East,0,0,1,2.45,12,Not MFU student
South,0,0,1,2.8,20,Not MFU student
North,0,0,1,3.92,22,Not MFU student
North,0,0,1,3.1,10,Not MFU student
North,0,0,1,3.05,17,Not MFU student
Central,0,1,1,3.01,12,Not MFU student
Bangkok,0,0,1,3.43,20,Not MFU student
South,0,0,1,3.13,25,Not MFU student
Central,0,1,1,3.06,11,Not MFU student
Bangkok,0,0,1,3.73,20,Not MFU student
North,0,1,1,3.52,21,Not MFU student
West,0,0,1,2.86,19,Not MFU student
North,0,1,1,3.05,15,Not MFU student
Bangkok,0,0,1,3.28,12,Not MFU student
Bangkok,0,0,1,3.47,8,Not MFU student
North,0,1,1,3.45,12,Not MFU student
Central,0,1,1,3.59,6,Not MFU student
Bangkok,0,0,1,3.36,23,Not MFU student
North,0,1,1,3,9,Not MFU student
North East,0,1,1,3.05,21,Not MFU student
North,0,1,1,2.18,21,Not MFU student
Central,0,0,1,3.14,12,Not MFU student
North,0,0,1,3.42,11,Not MFU student
Bangkok,0,0,1,3.46,17,Not MFU student
Bangkok,0,0,1,3.89,13,Not MFU student
Bangkok,0,0,1,3.69,13,Not MFU student
South,0,1,1,2.62,12,Not MFU student
North,0,0,1,3.23,24,Not MFU student
Bangkok,0,0,1,3.61,15,Not MFU student
East,0,1,1,2.99,12,Not MFU student
East,0,0,1,3.93,20,Not MFU student
North,0,0,1,3.41,21,Not MFU student
North,0,0,1,3.42,29,Not MFU student
North,0,0,1,3.28,10,Not MFU student
North East,0,0,1,3.59,15,Not MFU student
Central,0,1,1,3.26,13,Not MFU student
North East,0,1,1,3.83,7,Not MFU student
North,0,0,1,3.59,12,Not MFU student
South,0,1,1,3.79,20,Not MFU student
South,0,0,1,3.54,14,Not MFU student
South,0,1,1,3.3,12,Not MFU student
North East,0,0,1,3.54,17,Not MFU student
South,0,0,1,3.49,15,Not MFU student
North,0,1,1,3.59,17,Not MFU student
North East,0,0,1,3.25,13,Not MFU student
North East,0,0,1,3.18,17,Not MFU student
North East,0,0,1,3.3,12,Not MFU student
North,0,1,1,3,12,Not MFU student
North East,0,0,1,3.96,19,Not MFU student
Bangkok,0,0,1,3.14,16,Not MFU student
Bangkok,0,1,1,3.5,24,Not MFU student
Bangkok,0,1,1,3.07,14,Not MFU student
North East,0,0,1,2.76,9,Not MFU student
West,0,0,1,3.5,11,Not MFU student
North East,0,0,1,3.8,22,Not MFU student
Bangkok,0,0,1,3.59,19,Not MFU student
North,0,1,1,2.83,14,Not MFU student
South,0,0,1,3.86,24,Not MFU student
East,0,1,1,2.99,10,Not MFU student
South,0,0,1,2.61,7,Not MFU student
North,0,0,1,3.35,11,Not MFU student
South,0,0,1,3.45,10,Not MFU student
North East,0,0,1,2.93,11,Not MFU student
Bangkok,0,0,1,3.97,12,Not MFU student
Bangkok,0,0,1,3.1,20,Not MFU student
North East,0,0,1,3.62,13,Not MFU student
North East,0,0,1,3.13,13,Not MFU student
North East,0,0,1,2.98,9,Not MFU student
North East,0,1,1,3.01,9,Not MFU student
North,0,1,1,3.14,16,Not MFU student
Central,0,1,1,3.34,22,Not MFU student
Central,0,1,1,2.82,21,Not MFU student
East,0,0,1,3.47,17,Not MFU student
Central,0,0,1,3.03,19,Not MFU student
South,0,0,1,3.45,19,Not MFU student
South,0,0,1,3.28,8,Not MFU student
North,0,0,1,3.86,16,Not MFU student
North,0,0,1,2.88,26,Not MFU student
Central,0,0,1,2.98,22,Not MFU student
North,0,0,1,3.65,17,Not MFU student
Central,0,1,1,3.22,15,Not MFU student
North,0,0,1,3.84,13,Not MFU student
Bangkok,0,0,1,3.65,22,Not MFU student
North,0,0,1,2.56,15,Not MFU student
North,0,0,1,3.42,25,Not MFU student
South,0,0,1,3.71,24,Not MFU student
South,0,1,1,3.31,20,Not MFU student
North East,0,0,1,3.56,5,Not MFU student
Bangkok,0,0,1,3.34,15,Not MFU student
South,0,0,1,3.45,10,Not MFU student
North,0,0,1,3.57,20,Not MFU student
Bangkok,0,0,1,3.84,21,Not MFU student
East,0,0,1,3.53,7,Not MFU student
North,0,1,1,2.65,13,Not MFU student
Central,0,0,1,3.54,20,Not MFU student
North,0,1,1,2.65,21,Not MFU student
Bangkok,0,0,1,3.29,16,Not MFU student
East,0,0,1,3.26,7,Not MFU student
North,0,1,1,2.54,11,Not MFU student
North East,0,0,1,3.22,11,Not MFU student
North,0,0,1,3.74,18,Not MFU student
South,0,0,1,3.48,24,Not MFU student
North,0,0,1,3.16,15,Not MFU student
North East,0,0,1,3.4,25,Not MFU student
North East,0,0,1,3.43,27,Not MFU student
South,0,0,1,3.28,18,Not MFU student
Bangkok,0,0,1,3.06,24,Not MFU student
North,0,0,1,3.5,11,Not MFU student
North,0,0,1,3.64,24,Not MFU student
North,0,0,1,3.32,14,Not MFU student
East,0,0,1,3.28,16,Not MFU student
East,0,1,1,2.97,24,Not MFU student
South,0,0,1,3.6,11,Not MFU student
North,0,0,1,3.24,19,Not MFU student
South,0,0,1,3.08,17,Not MFU student
South,0,0,1,2.51,18,Not MFU student
North,0,1,1,3.06,9,Not MFU student
Central,0,1,1,2.79,27,Not MFU student
North,0,1,1,2.98,12,Not MFU student
North,0,0,1,3.43,21,Not MFU student
Bangkok,0,0,1,3.45,10,Not MFU student
North East,0,1,1,3.34,10,Not MFU student
North,0,1,1,3.08,17,Not MFU student
North,0,0,1,3.31,25,Not MFU student
North,0,0,1,3.11,24,Not MFU student
North,0,0,1,3.57,17,Not MFU student
North,0,1,1,3.23,15,Not MFU student
South,0,0,1,3.35,14,Not MFU student
South,0,0,1,3.34,15,Not MFU student
East,0,1,1,3.73,28,Not MFU student
Central,0,1,1,3.73,12,Not MFU student
Bangkok,0,0,1,3.15,19,Not MFU student
Bangkok,0,0,1,3.04,12,Not MFU student
South,0,0,1,2.36,13,Not MFU student
South,0,1,1,2.92,20,Not MFU student
Bangkok,0,1,1,2.57,8,Not MFU student
East,0,0,1,3.26,13,Not MFU student
North,0,1,1,3.36,9,Not MFU student
South,0,0,1,3.01,21,Not MFU student
North,0,1,1,3.45,13,Not MFU student
North East,0,0,1,3.29,25,Not MFU student
North East,0,0,1,3.76,14,Not MFU student
North East,0,0,1,2.87,19,Not MFU student
Bangkok,0,0,1,3.46,14,Not MFU student
South,0,0,1,3.57,13,Not MFU student
Central,0,1,1,3.74,9,Not MFU student
Central,0,1,1,3.85,6,Not MFU student
South,0,0,1,3.11,16,Not MFU student
Bangkok,0,0,1,3.01,8,Not MFU student
North,0,1,1,3.39,14,Not MFU student
South,0,0,1,2.78,8,Not MFU student
Bangkok,0,0,1,3.3,16,Not MFU student
Bangkok,0,0,1,3.44,9,Not MFU student
Bangkok,0,0,1,3.74,18,Not MFU student
Bangkok,0,0,1,3.68,27,Not MFU student
North,0,0,1,3.22,19,Not MFU student
North East,0,0,1,3.69,11,Not MFU student
Central,0,0,1,3.47,14,Not MFU student
North,0,0,1,3.2,24,Not MFU student
East,0,0,1,3.13,25,Not MFU student
South,0,1,1,3.19,25,Not MFU student
North,0,1,1,2.73,17,Not MFU student
East,0,0,1,3.68,12,Not MFU student
South,0,0,1,3.26,20,Not MFU student
North East,0,1,1,3.59,20,Not MFU student
North East,0,0,1,3.35,15,Not MFU student
South,0,0,1,3.38,13,Not MFU student
North East,0,0,1,3.12,19,Not MFU student
Central,0,0,1,3.45,24,Not MFU student
Bangkok,0,0,1,2.94,19,Not MFU student
East,0,0,1,2.96,10,Not MFU student
Bangkok,0,1,1,3.36,9,Not MFU student
Bangkok,0,0,1,3.75,11,Not MFU student
East,0,0,1,3.6,16,Not MFU student
North East,0,0,1,3.83,15,Not MFU student
North East,0,0,1,3.46,20,Not MFU student
East,0,0,1,3.03,9,Not MFU student
Bangkok,0,1,1,3.3,14,Not MFU student
North,0,0,1,3.6,16,Not MFU student
Central,0,0,1,3.03,20,Not MFU student
North East,0,0,1,2.97,12,Not MFU student
South,0,0,1,3.57,12,Not MFU student
Central,0,1,1,3.86,25,Not MFU student
East,0,1,1,3.14,10,Not MFU student
South,0,0,1,3.92,21,Not MFU student
East,0,0,1,3.1,7,Not MFU student
North,0,0,1,3.51,15,Not MFU student
North,0,0,1,3.73,26,Not MFU student
West,0,1,1,3.2,16,Not MFU student
North East,0,0,1,3.75,22,Not MFU student
South,0,0,1,2.54,21,Not MFU student
North East,0,0,1,3.66,12,Not MFU student
Central,0,1,1,3.45,5,Not MFU student
North,0,1,1,3.94,17,Not MFU student
Bangkok,0,0,1,3.57,9,Not MFU student
South,0,1,1,2.97,14,Not MFU student
North,0,0,1,3.44,10,Not MFU student
South,0,0,1,3.21,16,Not MFU student
Central,0,1,1,2.54,14,Not MFU student
Bangkok,0,1,1,2.64,11,Not MFU student
North,0,0,1,3.43,14,Not MFU student
North,0,0,1,2.89,12,Not MFU student
North,0,0,1,2.55,7,Not MFU student
North,0,1,1,2.36,7,Not MFU student
Bangkok,0,1,1,3.31,5,Not MFU student
North,0,0,1,3.46,8,Not MFU student
North,0,1,1,2.84,5,Not MFU student
North,0,0,1,2.45,12,Not MFU student
North,0,0,1,3.31,6,Not MFU student
North,0,0,1,3.56,11,Not MFU student
North East,0,0,1,2.81,20,Not MFU student
North East,0,1,1,2.52,13,Not MFU student
North,0,1,1,3.41,17,Not MFU student
North,0,0,1,3.07,23,Not MFU student
North,0,1,1,3,23,Not MFU student
Central,0,0,1,3.34,15,Not MFU student
East,0,1,1,3.55,14,Not MFU student
North East,0,1,1,2.83,15,Not MFU student
North East,0,0,1,2.66,8,Not MFU student
North,0,1,2,2.5,13,Not MFU student
North,0,0,2,3.66,13,Not MFU student
North,0,0,2,3.39,7,Not MFU student
North,0,1,2,2.33,5,Not MFU student
North,0,0,2,3.12,21,Not MFU student
North,0,0,2,3.57,13,Not MFU student
North,0,1,2,2.53,19,Not MFU student
North,0,0,2,3.51,22,Not MFU student
North,0,0,2,3.36,11,Not MFU student
North,0,0,2,2.2,16,Not MFU student
North,0,1,2,3.54,5,Not MFU student
North,0,0,2,2.83,14,Not MFU student
North,0,0,2,2.96,12,Not MFU student
North,0,0,2,3.42,25,Not MFU student
North,0,0,2,3.75,20,Not MFU student
North,0,1,2,3.28,8,Not MFU student
North,0,1,2,3.52,23,Not MFU student
North,0,0,2,3.23,29,Not MFU student
North,0,0,2,3.73,22,Not MFU student
North,0,1,2,3.15,12,Not MFU student
North,0,0,2,3.36,14,Not MFU student
North,0,1,2,3.14,15,Not MFU student
North,0,0,2,2.33,7,Not MFU student
North,0,0,2,3.22,17,Not MFU student
